Time,Time Code,Country Name,Country Code,"Access to clean fuels and technologies for cooking, urban (% of urban population) [EG.CFT.ACCS.UR.ZS]","Access to electricity, urban (% of urban population) [EG.ELC.ACCS.UR.ZS]","People using at least basic drinking water services, urban (% of urban population) [SH.H2O.BASW.UR.ZS]","People using at least basic sanitation services, urban (% of urban population) [SH.STA.BASS.UR.ZS]",Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Urban population growth (annual %) [SP.URB.GROW],"Access to clean fuels and technologies for cooking, rural (% of rural population) [EG.CFT.ACCS.RU.ZS]","Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","People using at least basic drinking water services, rural (% of rural population) [SH.H2O.BASW.RU.ZS]","People using at least basic sanitation services, rural (% of rural population) [SH.STA.BASS.RU.ZS]",Rural population [SP.RUR.TOTL],Rural population (% of total population) [SP.RUR.TOTL.ZS],Rural population growth (annual %) [SP.RUR.TOTL.ZG],Expenditure on primary education (% of government expenditure on education) [SE.XPD.PRIM.ZS],Expenditure on secondary education (% of government expenditure on education) [SE.XPD.SECO.ZS],Expenditure on tertiary education (% of government expenditure on education) [SE.XPD.TERT.ZS],"Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]",Gross national expenditure (current US$) [NE.DAB.TOTL.CD]
2015,YR2015,World,WLD,84.68132831,96.48243187,95.87153056,84.23599822,3985251698,53.82962261,2.072832577,38.53865787,76.78176456,78.60696647,57.56730366,3418202949,46.17037739,0.187647063,..,..,..,4.387156487,13.54563999,7.46403E+13
2015,YR2015,Low income,LIC,26.71348388,65.55154554,80.66952438,44.63956733,183034764,31.43992475,3.731036227,7.612074944,17.977177,41.78678846,20.12085989,399138264,68.56007525,2.015910533,..,..,..,3.156545043,13.22008038,4.73395E+11
2016,YR2016,Afghanistan,AFG,80.7,99.5,89.43879371,58.49638691,8665979,25.02,3.452642906,12.1,97.09935983,55.58455107,39.43107653,25970228,74.98,2.292555436,43.30205,21.83389,..,3.511980057,13.0909996,..
2016,YR2016,Albania,ALB,91.4,100,95.4895339,98.7548814,1680247,58.421,1.54401448,59,99.73544337,91.31758285,97.19886042,1195854,41.579,-2.505938185,..,25.36938,19.09854,3.962090015,13.59696007,13931477697
2016,YR2016,Algeria,DZA,100,99.89945221,95.59313293,89.81250102,28826081,71.459,2.852142557,98.6,98.26755679,88.68952838,78.57596928,11513248,28.541,-0.124752261,..,..,..,7.344359875,16.11104012,1.82728E+11
2016,YR2016,American Samoa,ASM,..,..,..,..,43990,87.198,-1.851362534,..,..,..,..,6458,12.802,-1.506098855,..,..,..,..,..,..
2016,YR2016,Andorra,AND,100,100,100,100,64015,88.248,0.990596724,100,100,100,100,8525,11.752,1.930539024,21.50379,23.97025,5.8952,3.237070084,9.990980148,..
2016,YR2016,Angola,AGO,77.3,67.94574738,70.73522869,63.33675598,18702478,64.149,4.688145399,7.8,..,27.07967323,22.30913629,10452268,35.851,1.644296557,..,..,..,2.754940033,6.550970078,48405676725
2016,YR2016,Antigua and Barbuda,ATG,100,100,..,..,22502,24.846,0.075577393,100,100,..,..,68062,75.154,0.8943521,..,..,..,2.430799961,6.762650013,1532270333
2016,YR2016,Argentina,ARG,99.9,99.95700836,99.57581457,97.12134879,39940546,91.627,1.192602919,96.5,99.27306918,92.98366005,76.77439426,3649822,8.373,-0.412892629,30.07402,40.93612,20.36758,5.545489788,13.35554028,5.63329E+11
2016,YR2016,Armenia,ARM,99.6,99.8,99.87052518,99.54225535,1807826,63.082,-0.449033645,94.9,99.8,99.03195226,82.47674526,1058009,36.918,-0.436095044,20.66574,51.07427,13.18401,2.75812006,10.19719982,11365921701
2016,YR2016,Aruba,ABW,..,100,..,..,45297,43.192,0.784578493,..,100,..,..,59577,56.808,0.442422772,27.52589,33.24558,18.39152,5.491350174,21.85375023,2941833520
2016,YR2016,Australia,AUS,100,100,99.965,..,20755798,85.8,1.677390128,100,100,100,..,3435109,14.2,0.867186153,32.99107,31.27629,26.82461,5.286230087,13.80438995,1.23405E+12
2016,YR2016,Austria,AUT,100,100,100,99.95650379,5058968,57.905,1.4100618,100,100,100,100,3677700,42.095,0.631048572,16.60016,39.62838,32.48871,5.47961998,10.94363022,3.80674E+11
2016,YR2016,Azerbaijan,AZE,99.3,100,99.46500592,96.44327863,5368846,55.021,1.677401514,94.9,100,85.49973021,95.72857394,4388966,44.979,0.437619372,..,..,17.08263,2.903409958,8.199999809,36815006455
2016,YR2016,"Bahamas, The",BHS,100,100,..,..,327995,82.832,0.935473698,100,100,..,..,67981,17.168,0.331523764,..,..,..,2.331180096,11.87473011,11994300000
2016,YR2016,Bahrain,BHR,100,100,..,..,1255867,89.09,3.531256311,100,100,..,..,153794,10.91,2.598592421,..,..,..,2.869999886,9.850000381,29404388298
2016,YR2016,Bangladesh,BGD,52.1,94.01,97.66528829,50.82423166,56057220,35.083,3.464608062,5.3,66.14364758,96.99416177,46.82113066,103727348,64.917,0.044032799,..,64.32827,33.27739,2.221199989,13.98173618,2.73113E+11
2016,YR2016,Barbados,BRB,100,100,..,..,86919,31.193,0.024163344,100,100,..,..,191730,68.807,0.284658667,29.6064,39.30671,31.08689,4.707320213,13.36244965,5215558300
2016,YR2016,Belarus,BLR,99.8,98.99275208,95.94540287,98.18416196,7354014,77.661,0.707705043,98.3,94.74124132,98.37736175,96.58389065,2115365,22.339,-2.03821118,..,..,16.10117,4.946549892,12.1587801,46120182013
2016,YR2016,Belgium,BEL,100,100,100,99.48612539,11095615,97.919,0.550223217,100,100,100,99.48697026,235807,2.081,-1.538941856,23.81164,..,22.2845,6.461730003,12.16495037,4.70378E+11
2016,YR2016,Belize,BLZ,95.7,97.85086823,98.96318,92.55036639,167109,45.495,2.2426752,73.5,89.42929532,96.43379657,83.34829262,200204,54.505,1.883727853,33.03149,41.67663,10.06137,7.29365015,20.50201988,2096500000
2016,YR2016,Benin,BEN,9,62.45925903,74.08873588,25.1087091,5205425,46.229,4.111680257,1.2,15.16055772,57.04108677,6.694949508,6054660,53.771,1.961618334,..,..,..,2.899100065,18.79140091,12267116300
2016,YR2016,Bermuda,BMU,..,100,99.90314002,99.90314002,64554,100,-1.05247098,..,100,..,..,0,0,..,..,..,..,1.915443897,10.92831135,5088853000
2016,YR2016,Bhutan,BTN,97.3,99.86528015,97.93919512,75.42801308,295616,39.428,2.789410829,68.8,98.96964581,96.12048361,68.57463526,454145,60.572,-0.361564681,..,..,..,6.993332386,18.751194,2680902808
2016,YR2016,Bolivia,BOL,98.4,99.5,98.37721658,68.32043377,7741971,68.738,2.050452435,53.4,74.86945988,74.99340312,36.77860295,3521044,31.262,0.449768893,..,..,..,8.850000381,17.63999939,36461262779
2016,YR2016,Bosnia and Herzegovina,BIH,64.6,100,94.8457044,98.86717837,1654095,47.518,-0.508590554,16.7,99.99373448,97.33333333,92.13910087,1826891,52.482,-1.892546115,..,..,..,..,..,20704535388
2016,YR2016,Botswana,BWA,84.6,80.92842102,96.81414509,88.44734426,1598067,67.933,3.18064512,27.3,28.77055926,73.70720544,49.68465408,754349,32.067,-0.368380589,..,..,..,7.974830151,16.50358963,13761696515
2016,YR2016,Brazil,BRA,98.9,99.9,99.38213737,91.60689171,177986118,86.042,1.127882077,77.6,98.46712997,89.16366243,57.60026193,28873460,13.958,-1.118703784,..,..,..,6.314040184,15.92883015,1.78852E+12
2016,YR2016,British Virgin Islands,VGB,..,100,..,..,13965,46.957,2.06192872,..,100,..,..,15774,53.043,0.559442019,..,..,..,3.797420025,14.38938046,..
2016,YR2016,Brunei Darussalam,BRN,100,100,99.65,..,327973,76.99,1.501274627,100,100,..,..,98021,23.01,-0.336097112,19.5228,60.84435,18.8945,4.425409794,11.44194984,9347513732
2016,YR2016,Bulgaria,BGR,..,98.42590332,99.59470026,86.7803838,5298039,74.329,-0.244263619,..,94.18737019,97.89316987,83.71483348,1829783,25.671,-2.013280588,..,..,..,3.403310061,9.731773376,51338247213
2016,YR2016,Burkina Faso,BFA,29.6,59.74474716,79.88628728,42.27032808,5422969,28.134,5.105060382,1.1,..,37.66587374,11.59392649,13852529,71.866,2.097870253,..,..,..,..,..,13611224388
2016,YR2016,Burundi,BDI,0.3,57.59039307,89.31931949,41.90187139,1350704,12.388,4.16327338,0.1,1.533695847,56.08737963,46.40941353,9552623,87.612,1.275818703,..,..,..,4.691999912,20.78461075,2916199807
2016,YR2016,Cabo Verde,CPV,93.3,92.2853775,92.90751179,78.15010025,361750,64.784,1.871445661,42.1,78.78310621,74.27918743,61.46257509,196644,35.216,-0.243291203,39.08446,40.84653,17.64119,5.288790226,17.84300995,2079760369
2016,YR2016,Cambodia,KHM,62.7,96.34870148,89.01778259,84.72171387,3528344,22.582,3.094250411,12.4,60.71551142,63.26582731,47.89155948,12096240,77.418,0.82644656,..,..,..,2.06424737,15.11543465,20824536992
2016,YR2016,Cameroon,CMR,40,90.60305786,82.2258887,59.21962681,13083840,55.179,4.087329958,2.4,21.7973804,42.318476,23.02222715,10627790,44.821,1.66020008,..,..,..,2.562340021,12.69468975,34740401503
2016,YR2016,Canada,CAN,100,100,99.30792856,99.25711377,29357013,81.3,1.182792155,100,100,98.87727028,98.94889476,6752474,18.7,0.913336126,..,..,..,4.816420078,12.03549957,1.56304E+12
2016,YR2016,Cayman Islands,CYM,..,100,96.125,83.654025,62255,100,2.182507103,..,100,..,..,0,0,..,..,..,..,..,..,..
2016,YR2016,Central African Republic,CAF,1.3,30.49420547,56.1269064,28.44096283,1991979,40.618,2.58825522,0,1.715443451,31.11888668,6.796826475,2912198,59.382,1.172565196,..,..,..,1.754089952,7.319019794,2206209268
2016,YR2016,Chad,TCD,19.9,31.08834839,74.65970544,35.16702538,3309161,22.677,3.865598021,0.2,2.839249194,35.9765128,4.156691241,11283424,77.323,2.939355312,..,..,..,2.299999952,13,10499579402
2016,YR2016,Channel Islands,CHI,..,100,..,..,50639,30.93,0.836841562,..,100,..,..,113082,69.07,0.985544846,..,..,..,..,..,..
2016,YR2016,Chile,CHL,100,100,99.9099306,99.80905449,15809289,87.422,1.260010542,100,100,98.53654255,98.67584528,2274590,12.578,0.6973201,28.08302,29.06897,25.39554,5.342010021,21.15559959,2.49826E+11
2016,YR2016,China,CHN,87.4,100,97.45033321,91.6069093,787376534,56.736,2.775641769,53.6,100,85.48931518,78.74524369,600413466,43.264,-2.243779902,..,..,..,3.79362011,11.88547993,1.09716E+13
2016,YR2016,Colombia,COL,98.6,99.8,99.75782692,92.70273316,38152200,80.108,1.498956328,55.5,92.7619948,83.96825291,78.93934911,9473755,19.892,-0.645941678,35.98056,34.68962,22.97659,4.477210045,14.92718983,3.01856E+11
2016,YR2016,Comoros,COM,16,92.21485901,88.22284558,45.23662961,213564,28.619,2.691783947,2.6,70.0557494,76.91172345,32.06542437,532668,71.381,1.961025579,..,..,..,..,..,1172732729
2016,YR2016,"Congo, Dem. Rep.",COD,9.9,38.60893646,72.75580711,21.31496445,35265313,43.307,4.783936856,0.4,1,20.89761003,13.67462381,46165664,56.693,2.470880278,..,..,..,2.118690014,14.63541985,40110162856
2016,YR2016,"Congo, Rep.",COG,39.1,62.66059494,86.94347015,26.41098997,3423356,66.001,3.085207459,3.1,11.55064442,43.53979946,6.225287688,1763468,33.999,1.050771204,..,..,..,5.239999771,12.85488033,14386665689
2016,YR2016,Costa Rica,CRI,98,99.8,99.79140803,97.88707179,3844155,77.735,2.144865479,84.6,98.45259389,98.91416313,94.94413275,1101050,22.265,-2.830546166,34.0248,31.99655,22.95425,6.893959999,23.42320061,58645930831
2016,YR2016,Cote d'Ivoire,CIV,48.2,92,86.3383831,45.86336067,12077997,49.881,3.460619562,1.2,36.73153798,55.81903842,17.09562298,12135625,50.119,1.712531754,44.45114,30.67585,21.8988,3.97232008,22.38759995,47285598192
2016,YR2016,Croatia,HRV,100,100,100,97.82970395,2354458,56.403,-0.257731227,100,100,..,94.80855236,1819891,43.597,-1.265605033,..,..,..,4.717281342,9.93892765,51816137458
2016,YR2016,Cuba,CUB,96.1,100,97.55692597,92.33335416,8725410,76.93,0.062882142,85.9,96.43372908,91.2287532,84.41060479,2616602,23.07,-0.12859562,..,..,..,9.01E-06,14.9375658,88907000000
2016,YR2016,Curacao,CUW,..,100,..,..,142535,89.272,0.97077532,..,100,..,..,17129,10.728,1.808537998,..,..,..,6.985280037,13.70209217,3447206704
2016,YR2016,Cyprus,CYP,100,100,99.74348091,99.69436333,801155,66.881,0.79186324,100,100,99.85604427,98.92591124,396726,33.119,1.08520142,32.74563,40.94874,20.78145,6.145410061,16.40278053,20636886897
2016,YR2016,Czechia,CZE,100,100,99.90265093,99.09274194,7773650,73.57,0.318529833,100,100,99.8175993,99.25181845,2792682,26.43,-0.159182461,13.23953,29.00771,12.59606,5.553730011,13.97130013,1.81301E+11
2016,YR2016,Denmark,DNK,100,100,100,99.59718026,5020143,87.642,0.912853069,100,100,100,99.59758551,707867,12.358,-0.154006347,..,..,..,7.476940155,14.2475996,2.9219E+11
2016,YR2016,Djibouti,DJI,10.4,68.62850189,83.78717612,75.16270467,793314,77.528,1.818752314,0.4,29.5114207,48.38958705,19.79642722,229947,22.472,1.182891808,42.83605,0.82897,..,3.924390078,12.00850964,2749372602
2016,YR2016,Dominica,DMA,97.3,..,..,..,48968,69.88,0.528267573,77.55,..,..,..,21107,30.12,-0.896147871,..,..,..,5.129720211,12.69810009,648374074.1
2016,YR2016,Dominican Republic,DOM,95.3,99.9,98.0819297,87.84645729,8362698,79.436,2.264583043,71.4,95.03713281,89.78770457,75.65887343,2164894,20.564,-2.980326515,..,..,..,3.850500107,21.94519997,78556602721
2016,YR2016,Ecuador,ECU,99.1,99.8,99.69308754,90.92693406,10444726,63.534,1.707678065,85.4,96.78349144,83.44871672,81.92521572,5994859,36.466,1.121133203,..,..,..,4.362750053,12.80000019,99449758000
2016,YR2016,"Egypt, Arab Rep.",EGY,99.9,99.99812317,99.53260429,98.75038266,42639712,42.732,1.962352533,99.9,100,98.93081742,94.13730695,57144318,57.268,2.178891774,..,..,..,4.050000191,11.44999981,3.64209E+11
2016,YR2016,El Salvador,SLV,96,98.4,99.13914002,87.68498572,4406672,70.501,1.454219902,68.1,90.26413123,90.46342353,71.79386404,1843838,29.499,-2.367568451,47.18061,35.26749,8.02682,3.825239897,13.93017006,28038330000
2016,YR2016,Equatorial Guinea,GNQ,32.9,91.44605255,78.07800598,69.89879365,995169,71.138,4.521135555,4.7,4.109983641,30.77536932,57.25153395,403758,28.862,1.991928814,..,..,..,..,..,10091443361
2016,YR2016,Eritrea,ERI,23.3,76.65421295,89.73822453,21.99299713,1306640,38.827,2.366372693,0.8,28.00894334,27.80157647,5.55922596,2058647,61.173,-0.255956982,..,..,..,..,..,..
2016,YR2016,Estonia,EST,100,100,99.98545421,99.04753322,902145,68.563,0.243716597,100,100,..,99.34083013,413645,31.437,-0.43734081,24.96741,25.20099,27.11812,5.15763998,13.09148026,23204671883
2016,YR2016,Eswatini,SWZ,87,80.98,95.46104045,53.95599218,268025,23.459,1.434737293,34.2,58.05110448,59.04567053,63.9308384,874499,76.541,0.546948208,..,..,..,5.414669991,16.55491066,3830442358
2016,YR2016,Ethiopia,ETH,19.4,85.4,82.40952561,20.09615147,20917553,19.866,4.945494657,0.4,32.36383537,33.98757479,4.726030807,84375675,80.134,2.170957757,..,..,..,5.061510086,23.01335907,85404180065
2016,YR2016,Faroe Islands,FRO,..,100,..,..,20680,41.777,1.726619492,..,100,..,..,28820,58.223,1.151644206,..,..,..,7.58258009,16.25580978,2686104693
2016,YR2016,Fiji,FJI,60.1,96.72020721,98.27584452,97.85872548,507262,55.235,1.053309897,19.9,89.33884655,89.30590156,96.70664962,411109,44.765,-1.002958688,..,..,..,4.83589983,15.1698904,4962247649
2016,YR2016,Finland,FIN,100,100,100,99.44700461,4686120,85.275,0.346086568,100,100,100,99.45337221,809183,14.725,-0.051643704,20.51118,36.94765,26.54204,6.851530075,12.31231022,2.43847E+11
2016,YR2016,France,FRA,100,100,100,98.59013092,53323902,79.917,0.592247249,100,100,100,98.89224572,13400202,20.083,-1.032279761,..,..,..,5.419066906,9.559823036,2.48793E+12
2016,YR2016,French Polynesia,PYF,..,100,..,..,181215,61.734,0.682176965,..,100,..,..,112326,38.266,0.46580194,..,..,..,..,..,..
2016,YR2016,Gabon,GAB,93.4,97.01737976,89.4381337,50.11329843,1847523,88.559,3.30339813,42.1,18.89799741,43.72899712,39.61007083,238683,11.441,-0.977679761,..,..,..,2.662060022,10.2796402,11508381100
2016,YR2016,"Gambia, The",GMB,2.9,73.95919037,86.99419958,55.65731791,1388423,59.918,3.962237171,0.4,30.02821882,68.44464119,32.54108857,928783,40.082,1.097319163,..,..,..,2.024430037,10.44995975,1667942810
2016,YR2016,Georgia,GEO,96,100,99.24047292,94.4223481,2155877,57.837,0.734644622,63.6,100,92.61643537,75.48997296,1571628,42.163,-0.858530992,..,..,11.08576,3.593869925,12.66619968,17447105177
2016,YR2016,Germany,DEU,100,100,100,99.29364279,63592936,77.224,0.838301068,100,100,100,98.99193548,18755733,22.776,0.701902386,12.92094,41.25655,25.98579,4.839230061,10.91053963,3.21389E+12
2016,YR2016,Ghana,GHA,38,89.8,92.13571898,25.02312642,16180685,54.749,3.557754668,7.4,66.59609351,68.14522677,13.88474479,13373618,45.251,0.884854152,..,..,..,4.394529819,22.09332085,59248681089
2016,YR2016,Gibraltar,GIB,..,100,100,100,32565,100,0.138280732,..,100,..,..,0,0,..,..,..,..,..,..,..
2016,YR2016,Greece,GRC,100,100,100,99.2097985,8446960,78.387,0.020056563,100,100,100,98.14471243,2329011,21.613,-1.981347927,..,..,..,3.970241547,8.10385704,1.95938E+11
2016,YR2016,Greenland,GRL,..,100,100,99.59718026,48503,86.326,0.423549977,..,100,100,99.59758551,7683,13.674,-1.716281885,..,..,..,11.08613968,18.97283936,2823759229
2016,YR2016,Grenada,GRD,94.9,..,..,..,43274,36.072,1.033654953,89.7,..,..,..,76692,63.928,0.707918922,..,..,..,..,..,..
2016,YR2016,Guam,GUM,..,100,..,..,159284,94.617,0.306841287,..,100,..,..,9062,5.383,-1.315519958,..,..,..,..,..,..
2016,YR2016,Guatemala,GTM,68.2,96.66669464,97.15141342,79.69894991,7964335,50.319,2.352058721,11.8,86.80210799,87.7776096,54.00604768,7863355,49.681,0.960051086,55.46525,13.31038,14.64296,2.944740057,23.4347496,71910066808
2016,YR2016,Guinea,GIN,1.7,82.2,85.44172318,39.81043425,4230727,35.46,3.493168421,0.2,6.742921874,51.78284873,16.52693083,7700258,64.54,2.096454627,40.52155,22.6965,36.68386,2.544500113,15.76885986,13160101971
2016,YR2016,Guinea-Bissau,GNB,2.4,39.650383,72.52657484,30.01827985,780290,42.533,3.487558081,0.1,10.52785088,48.71554498,4.252048435,1054262,57.467,1.807924781,..,..,..,2.299999952,10,1235549217
2016,YR2016,Guyana,GUY,82.1,95.32959747,100,91.51075875,201021,26.482,0.690365369,72.4,86.71879062,93.9284905,83.68677188,558066,73.518,0.480126369,..,..,..,4.737750053,18.71751022,..
2016,YR2016,Haiti,HTI,6.7,76.4,84.65739669,42.74331145,5720767,53.396,3.242233475,1.2,..,42.52715145,23.12276227,4993082,46.604,-0.647080117,..,..,..,1.395859957,13.10721016,16609327548
2016,YR2016,Honduras,HND,72.3,99.1,99.0035867,84.66918342,5280355,55.813,2.941139499,19.4,82.12668282,87.12481891,74.02141492,4180443,44.187,0.317503406,..,..,..,5.159619808,18.00941086,24842222165
2016,YR2016,"Hong Kong SAR, China",HKG,..,100,100,96.55689807,7336600,100,0.619366345,..,100,..,..,0,0,..,21.33549,33.04545,30.43803,3.292649984,18.12696075,3.13535E+11
2016,YR2016,Hungary,HUN,100,100,100,97.75510204,6946267,70.779,0.099844437,100,100,99.90009623,98.56985699,2867756,29.221,-1.245353271,16.21778,40.20358,16.07903,4.6145401,9.862719536,1.17799E+11
2016,YR2016,Iceland,ISL,100,100,100,98.7012987,314424,93.735,1.425397053,100,100,100,100,21015,6.265,0.831426808,27.93969,27.26717,19.91437,7.432199955,16.00481987,19413531153
2016,YR2016,India,IND,85.1,98.20775604,93.45515505,72.6496124,444186310,33.182,2.413097263,31.6,85.30486711,86.21496306,53.10137483,894450030,66.818,0.580751673,..,..,..,4.254079819,15.7215004,2.28967E+12
2016,YR2016,Indonesia,IDN,86.7,99.8,95.87201741,84.42256334,141370295,53.989,2.318954028,55.3,95.06200256,81.6328589,66.41660911,120479887,46.011,-0.399583612,..,..,..,3.5,21.21980095,9.43184E+11
2016,YR2016,"Iran, Islamic Rep.",IRN,98.9,99.99,98.52390604,92.63177118,61546643,73.88,2.544866457,92.6,99.83686065,92.49574919,78.86133673,21759588,26.12,-0.142951954,28.85249,36.52996,29.82631,3.365760088,19.44543076,4.39308E+11
2016,YR2016,Iraq,IRQ,99.3,100,98.67239097,96.66230573,27124936,70.094,2.706520013,96.9,98.84337095,86.84794573,90.64404478,11573007,29.906,1.882587703,..,..,..,4.710000038,14,1.55106E+11
2016,YR2016,Ireland,IRL,100,100,96.98392322,89.37949412,2983355,62.737,1.446547047,100,100,98.05618438,94.16412114,1771980,37.263,0.596193508,37.31684,35.5457,19.58165,3.742120028,13.33143044,2.51568E+11
2016,YR2016,Isle of Man,IMN,..,100,..,..,43680,52.343,0.016026925,..,100,..,..,39770,47.657,-0.376459222,..,..,..,..,..,..
2016,YR2016,Israel,ISR,100,100,100,100,7884198,92.256,2.043855169,100,100,100,99.5875,661802,7.744,0.970847507,38.91034,30.78177,15.15743,5.855780125,15.43659973,3.16093E+11
2016,YR2016,Italy,ITA,100,100,..,99.87931521,42351339,69.855,0.246127222,100,100,..,99.89949749,18276159,30.145,-1.127306555,23.94555,..,19.11673,3.815789938,7.77489996,1.81535E+12
2016,YR2016,Jamaica,JAM,90.5,99.48812103,95.31699666,83.31524914,1544229,55.098,0.776923967,82.3,93.0223182,84.72551046,89.4506488,1258466,44.902,-0.293656606,35.87399,38.94375,18.22901,5.314610004,19.14512062,15882956556
2016,YR2016,Japan,JPN,100,100,..,..,116219897,91.457,0.031996198,100,100,..,..,10856103,8.543,-0.936819833,35.11972,41.98022,19.79765,3.146430016,8.196087837,4.96336E+12
2016,YR2016,Jordan,JOR,99.9,100,99.16609597,97.55567606,9018612,90.506,5.112458152,99.5,99.49260565,97.35214805,95.87050997,946044,9.494,2.236670171,42.53879,37.01023,19.93532,3.452820063,12.15015984,47840845070
2016,YR2016,Kazakhstan,KAZ,97.9,100,98.11407056,97.0078634,10189588,57.264,1.54961238,87.5,100,91.34328617,98.87504018,7604467,42.736,1.251368768,..,68.56174,11.64466,2.978100061,13.8441,1.29045E+11
2016,YR2016,Kenya,KEN,33.6,84.3,86.95758431,35.63962324,12502904,26.105,3.929292299,3.8,42.07792767,48.97804824,31.23890349,35391766,73.895,1.599054916,..,..,..,4.895180225,17.35457039,81073824119
2016,YR2016,Kiribati,KIR,12.3,88.84294891,89.34832674,51.32788464,62160,52.45,3.132532301,1.1,..,58.53985979,35.76494707,56353,47.55,-0.196778918,..,..,..,10.09358978,12.88805008,335864411.2
2016,YR2016,"Korea, Dem. People's Rep.",PRK,14.3,..,97.34477063,89.04658957,15607248,61.471,0.835749842,0.9,..,90.90113254,71.81805434,9782363,38.529,0.017400173,..,..,..,..,..,..
2016,YR2016,"Korea, Rep.",KOR,100,100,..,..,41774264,81.562,0.308612806,100,100,..,..,9443539,18.438,0.788121027,31.69974,38.67885,20.44728,4.333099842,14.30253983,1.40018E+12
2016,YR2016,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8511322281
2016,YR2016,Kuwait,KWT,100,100,..,..,4048085,100,3.502809085,100,100,..,..,0,0,..,..,..,..,5.847710133,10.51535988,1.10384E+11
2016,YR2016,Kyrgyz Republic,KGZ,94.5,99.53,98.24076977,94.42635855,2185215,35.944,2.502902051,66.4,99.81100409,83.88454719,99.12113798,3894285,64.056,1.776863672,..,..,3.02277,6.586150169,16.92091942,9141317880
2016,YR2016,Lao PDR,LAO,15.9,98.72255707,93.89860643,94.17284926,2324870,33.736,3.39884717,1.5,84.06754369,72.31711343,60.90305231,4566493,66.264,0.576564015,..,..,..,2.774429798,12.8905077,17292606529
2016,YR2016,Latvia,LVA,100,100,98.84809961,95.99018638,1332897,68.021,-0.853577171,100,100,97.99961983,83.37750611,626640,31.979,-1.042043205,32.01818,33.40473,16.04117,4.65749979,12.89328957,27985488262
2016,YR2016,Lebanon,LBN,..,100,..,..,5524233,88.266,-2.035837292,..,98.26573259,..,..,734386,11.734,-3.571684037,..,..,..,2.123929977,7.148960114,63561428606
